AVK|Advent Claymore Convertible Securities and Income Fund|18.43|434595544.68|n/a|2003|n/a|n/a|http://www.nasdaq.com/symbol/avk|
AGC|Advent Claymore Convertible Securities and Income Fund II|7.6|245029472|n/a|2007|n/a|n/a|http://www.nasdaq.com/symbol/agc|
LCM|Advent/Claymore Enhanced Growth & Income Fund|10.17|138342764.25|n/a|2005|n/a|n/a|http://www.nasdaq.com/symbol/lcm|
ACM|Aecom Technology Corporation|32.11|3186926426.58|n/a|2007|Consumer Services|Military/Government/Technical|http://www.nasdaq.com/symbol/acm|
ANW|Aegean Marine Petroleum Network Inc.|10.22|483120044.4|n/a|2006|Energy|Oil Refining/Marketing|http://www.nasdaq.com/symbol/anw|
AEB|Aegon NV|23.31|0|n/a|n/a|Finance|Life Insurance|http://www.nasdaq.com/symbol/aeb|
AED|Aegon NV|25.28|0|n/a|n/a|Finance|Life Insurance|http://www.nasdaq.com/symbol/aed|
AEF/CL|Aegon NV|24.99|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/aef/cl|
AEG|Aegon NV|8.73|21725997356.43|n/a|n/a|Finance|Life Insurance|http://www.nasdaq.com/symbol/aeg|
AEH|Aegon NV|25.5199|0|n/a|n/a|Finance|Life Insurance|http://www.nasdaq.com/symbol/aeh|
AEK|Aegon NV|28.82|0|n/a|n/a|Finance|Life Insurance|http://www.nasdaq.com/symbol/aek|
AER|Aercap Holdings N.V.|47.11|5360467410.9|n/a|2006|Technology|Diversified Commercial Services|http://www.nasdaq.com/symbol/aer|
ARX|Aeroflex Holding Corp.|10.45|890495663.2|n/a|2010|Technology|Semiconductors|http://www.nasdaq.com/symbol/arx|
HIVE|Aerohive Networks, Inc.|9.78|446297282.82|n/a|2014|Technology|EDP Services|http://www.nasdaq.com/symbol/hive|
ARO|Aeropostale Inc|3.97|311637814.3|n/a|2002|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/aro|
AET|Aetna Inc.|77.19|27587706000|n/a|n/a|Health Care|Medical Specialities|http://www.nasdaq.com/symbol/aet|
AFM|Affiliated Managers Group, Inc.|25.8599|0|n/a|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/afm|
AMG|Affiliated Managers Group, Inc.|189.65|10484048477.4|n/a|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/amg|
MGR|Affiliated Managers Group, Inc.|25.61|0|n/a|2012|Finance|Investment Managers|http://www.nasdaq.com/symbol/mgr|
AFL|Aflac Incorporated|61.44|27902609756.16|n/a|n/a|Finance|Accident &Health Insurance|http://www.nasdaq.com/symbol/afl|
AFSD|Aflac Incorporated|24.5978|0|n/a|n/a|Finance|Accident &Health Insurance|http://www.nasdaq.com/symbol/afsd|
MITT|AG Mortgage Investment Trust, Inc.|19.01|539556248.59|n/a|2011|n/a|n/a|http://www.nasdaq.com/symbol/mitt|
MITT^A|AG Mortgage Investment Trust, Inc.|25.1|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/mitt^a|
MITT^B|AG Mortgage Investment Trust, Inc.|24.44|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/mitt^b|
AGCO|AGCO Corporation|54.51|5119875025.77|n/a|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/agco|
A|Agilent Technologies, Inc.|56.96|18991633047.04|n/a|1999|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/a|
GAS|AGL Resources, Inc.|52.85|6302778588.05|n/a|n/a|Public Utilities|Oil/Gas Transmission|http://www.nasdaq.com/symbol/gas|
AEM|Agnico Eagle Mines Limited|29.75|5189915375.75|n/a|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/aem|
ADC|Agree Realty Corporation|30.7|459406957.2|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/adc|
GRO|Agria Corporation|1.4299|79192580.67|n/a|2007|Consumer Non-Durables|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/gro|
AGU|Agrium Inc.|89.52|12864740965.68|n/a|n/a|Basic Industries|Agricultural Chemicals|http://www.nasdaq.com/symbol/agu|
AL|Air Lease Corporation|41.19|4197950355.84|n/a|2011|Technology|Diversified Commercial Services|http://www.nasdaq.com/symbol/al|
APD|Air Products and Chemicals, Inc.|120.22|25519760008.9|n/a|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/apd|
AYR|Aircastle Limited|16.72|1354387398.32|n/a|2006|Technology|Diversified Commercial Services|http://www.nasdaq.com/symbol/ayr|
ARG|Airgas, Inc.|106.63|7886545667.7|n/a|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/arg|
AKS|AK Steel Holding Corporation|6.27|857178966.93|n/a|n/a|Basic Industries|Steel/Iron Ore|http://www.nasdaq.com/symbol/aks|
ALP^N|Alabama Power Company|25.26|0|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/alp^n|
ALP^O|Alabama Power Company|27.3|0|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/alp^o|
ALP^P|Alabama Power Company|25.45|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/alp^p|
ALG|Alamo Group, Inc.|51.94|630291017.02|n/a|n/a|Capital Goods|Industrial Machinery/Components|http://www.nasdaq.com/symbol/alg|
AGI|Alamos Gold Inc|8.27|1053246409.22|n/a|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/agi|
ALK|Alaska Air Group, Inc.|99.41|6831307576.15|n/a|n/a|Transportation|Air Freight/Delivery Services|http://www.nasdaq.com/symbol/alk|
AIN|Albany International Corporation|37.98|1207764000|n/a|n/a|Basic Industries|Textiles|http://www.nasdaq.com/symbol/ain|
ALB|Albemarle Corporation|69.33|5514934163.52|n/a|n/a|Basic Industries|Major Chemicals|http://www.nasdaq.com/symbol/alb|
ALU|Alcatel Lucent|4.01|11262302329.97|n/a|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/alu|
AA|Alcoa Inc.|13.58|15919611654.66|n/a|n/a|Capital Goods|Metal Fabrications|http://www.nasdaq.com/symbol/aa|
ALR|Alere Inc.|35.97|2970868987.02|n/a|n/a|Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|http://www.nasdaq.com/symbol/alr|
ALR^B|Alere Inc.|312.91|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/alr^b|
ALEX|Alexander & Baldwin Holdings, Inc.|38.69|1885272662.43|n/a|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/alex|
ALX|Alexander&#39;s, Inc.|369.97|1889139334.12|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/alx|
ARE|Alexandria Real Estate Equities, Inc.|75.47|5407369803.14|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/are|
ARE^E|Alexandria Real Estate Equities, Inc.|25.5|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/are^e|
Y|Alleghany Corporation|423.04|6965029128.32|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/y|
ATI|Allegheny Technologies Incorporated|41.34|4488416336.04|n/a|n/a|Basic Industries|Steel/Iron Ore|http://www.nasdaq.com/symbol/ati|
ALLE|Allegion plc|53.52|5166245781.12|n/a|2013|Consumer Services|Diversified Commercial Services|http://www.nasdaq.com/symbol/alle|
AGN|Allergan, Inc.|158.5|47162724111.5|n/a|n/a|Health Care|Major Pharmaceuticals|http://www.nasdaq.com/symbol/agn|
ALE|Allete, Inc.|49.51|2097122102.46|n/a|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/ale|
AKP|Alliance California Municipal Income Fund Inc|13.39|114531847.04|n/a|2002|n/a|n/a|http://www.nasdaq.com/symbol/akp|
ADS|Alliance Data Systems Corporation|256.83|13922235246.57|n/a|2001|Miscellaneous|Business Services|http://www.nasdaq.com/symbol/ads|
AFB|Alliance National Municipal Income Fund Inc|14.06|404041207.68|n/a|2002|n/a|n/a|http://www.nasdaq.com/symbol/afb|
AYN|Alliance New York Municipal Income Fund Inc|12.86|62194316.46|n/a|2002|n/a|n/a|http://www.nasdaq.com/symbol/ayn|
AOI|Alliance One International, Inc.|2.6|229193133|n/a|n/a|Consumer Services|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/aoi|
AWF|Alliance World Dollar Government Fund II|14.4|1239446793.6|n/a|1993|n/a|n/a|http://www.nasdaq.com/symbol/awf|
ACG|ALLIANCEBERNSTEIN INCOME FUND INC|7.47|1814550376.59|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/acg|
AB|Allianceberstein Holding L.P.|23.75|2285652072.5|n/a|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/ab|
LNT|Alliant Energy Corporation|57.75|6406622260.5|n/a|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/lnt|
ATK|Alliant Techsystems Inc.|126.34|4024896385.38|n/a|n/a|Capital Goods|Military/Government/Technical|http://www.nasdaq.com/symbol/atk|
NCV|AllianzGI Convertible & Income Fund|10.44|801322440.12|n/a|2003|n/a|n/a|http://www.nasdaq.com/symbol/ncv|
NCZ|AllianzGI Convertible & Income Fund II|9.91|637004097.2|n/a|2003|n/a|n/a|http://www.nasdaq.com/symbol/ncz|
NIE|AllianzGI Equity & Convertible Income Fund|20.21|450767659.69|n/a|2007|n/a|n/a|http://www.nasdaq.com/symbol/nie|
NFJ|AllianzGI NFJ Dividend, Interest & Premium Strategy Fund|18.98|1794071688.5|n/a|2005|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/nfj|
AWH|Allied World Assurance Company Holdings, AG|37.42|3687901419.54|n/a|2006|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/awh|
ALSN|Allison Transmission Holdings, Inc.|31.1|5633125273|n/a|2012|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/alsn|
ALL|Allstate Corporation (The)|58.3|25301683811.8|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/all|
ALL^A|Allstate Corporation (The)|24.84|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^a|
ALL^B|Allstate Corporation (The)|25.09|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^b|
ALL^C|Allstate Corporation (The)|26.67|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^c|
ALL^D|Allstate Corporation (The)|26.26|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^d|
ALL^E|Allstate Corporation (The)|26.4|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/all^e|
ALLY|Ally Financial Inc.|23.68|11360895347.2|n/a|2014|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/ally|
ALLY^A|Ally Financial Inc.|27.12|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ally^a|
ALLY^B|Ally Financial Inc.|27.54|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ally^b|
BSI|Alon Blue Square Israel Ltd.|3.38|222925963.26|n/a|n/a|Consumer Services|Department/Specialty Retail Stores|http://www.nasdaq.com/symbol/bsi|
ALJ|Alon USA Energy, Inc.|14.81|1021484339.29|n/a|2005|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/alj|
ALDW|Alon USA Partners, LP|19.55|1221923229.85|n/a|2012|Energy|Integrated oil Companies|http://www.nasdaq.com/symbol/aldw|
ANR|Alpha Natural Resources, inc.|3.56|787998022.04|n/a|2005|Energy|Coal Mining|http://www.nasdaq.com/symbol/anr|
AGD|Alpine Global Dynamic Dividend Fund|10.31|129937775.42|n/a|2006|n/a|n/a|http://www.nasdaq.com/symbol/agd|
AWP|Alpine Global Premier Properties Fund|7.3|627482953.7|n/a|2007|n/a|n/a|http://www.nasdaq.com/symbol/awp|
AOD|Alpine Total Dynamic Dividend Fund|8.73|949324923.36|n/a|2007|n/a|n/a|http://www.nasdaq.com/symbol/aod|
RESI|Altisource Residential Corporation|27.56|1574090033.88|n/a|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/resi|
MO|Altria Group|41.31|82060709362.92|n/a|n/a|Consumer Non-Durables|Farming/Seeds/Milling|http://www.nasdaq.com/symbol/mo|
ACH|Aluminum Corporation of China Limited|8.93|4830947068.95|n/a|2001|Basic Industries|Aluminum|http://www.nasdaq.com/symbol/ach|
AMBR|Amber Road, Inc.|13.24|333787417.2|n/a|2014|Technology|Computer Software: Prepackaged Software|http://www.nasdaq.com/symbol/ambr|
ABEV|Ambev S.A.|7.2|112773067005.6|n/a|2013|Consumer Non-Durables|Beverages (Production/Distribution)|http://www.nasdaq.com/symbol/abev|
AMC|AMC Entertainment Holdings, Inc.|22.64|2204914150.64|n/a|2013|Consumer Services|Movies/Entertainment|http://www.nasdaq.com/symbol/amc|
AEE|Ameren Corporation|38.91|9440919990.18|n/a|n/a|Public Utilities|Power Generation|http://www.nasdaq.com/symbol/aee|
AMRC|Ameresco, Inc.|6.8|312919795.6|n/a|2010|Basic Industries|Engineering & Construction|http://www.nasdaq.com/symbol/amrc|
AMX|America Movil, S.A.B. de C.V.|19.84|69911200000|n/a|n/a|Public Utilities|Telecommunications Equipment|http://www.nasdaq.com/symbol/amx|
AAT|American Assets Trust, Inc.|34.5|1446762261|n/a|2011|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/aat|
AXL|American Axle & Manufacturing Holdings, Inc.|18.51|1400821085.01|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|http://www.nasdaq.com/symbol/axl|
ACC|American Campus Communities Inc|38.58|4047339066|n/a|2004|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/acc|
AEO|American Eagle Outfitters, Inc.|10.85|2102990736.35|n/a|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/aeo|
AEP|American Electric Power Company, Inc.|52.79|25765902520.22|n/a|n/a|Public Utilities|Electric Utilities: Central|http://www.nasdaq.com/symbol/aep|
AEL|American Equity Investment Life Holding Company|22.51|1673188446.45|n/a|2003|Finance|Life Insurance|http://www.nasdaq.com/symbol/ael|
AXP|American Express Company|91.28|96629484299.04|n/a|n/a|Finance|Finance: Consumer Services|http://www.nasdaq.com/symbol/axp|
AFA|American Financial Group, Inc.|24.84|0|n/a|2012|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afa|
AFG|American Financial Group, Inc.|58.36|5224347807|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afg|
AFQ|American Financial Group, Inc.|26.38|0|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afq|
AFW|American Financial Group, Inc.|25.71|0|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/afw|
AMH|American Homes 4 Rent|17.54|3253745316.76|n/a|2013|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/amh|
AMH^A|American Homes 4 Rent|25.38|0|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/amh^a|
AMH^B|American Homes 4 Rent|24.77|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/amh^b|
AMH^C|American Homes 4 Rent|25|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/amh^c|
MRF|American Income Fund, Inc.|7.829|74094830.35|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/mrf|
AIG|American International Group, Inc.|54.18|78379438160.52|n/a|n/a|Finance|Property-Casualty Insurers|http://www.nasdaq.com/symbol/aig|
AIG/WS|American International Group, Inc.|24.78|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/aig/ws|
AMID|American Midstream Partners, LP|28.59|318484852.11|n/a|2011|Public Utilities|Natural Gas Distribution|http://www.nasdaq.com/symbol/amid|
XAA|American Municipal Income Portfolio|14.54|83696122.18|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/xaa|
ARL|American Realty Investors, Inc.|6.52|75145536.28|n/a|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/arl|
ARPI|American Residential Properties, Inc.|18.26|587444322.52|n/a|2013|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/arpi|
SLA|American Select Portfolio, Inc.|10.59|44809795.29|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/sla|
AWR|American States Water Company|29.83|1156765876.64|n/a|n/a|Public Utilities|Water Supply|http://www.nasdaq.com/symbol/awr|
ASP|American Strategic Income Portfolio|10.18|43074949.58|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/asp|
BSP|American Strategic Income Portfolio II|8.73|17559242.64|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/bsp|
CSP|American Strategic Income Portfolio III|7.29|116536051.89|n/a|1993|n/a|n/a|http://www.nasdaq.com/symbol/csp|
AMT|American Tower Corporation (REIT)|89.38|35371752006.7|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/amt|
AMT^A|American Tower Corporation (REIT)|107.05|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/amt^a|
AVD|American Vanguard Corporation|15.15|435558288.3|n/a|n/a|Basic Industries|Agricultural Chemicals|http://www.nasdaq.com/symbol/avd|
AWK|American Water Works|47.64|8528451296.76|n/a|2008|Public Utilities|Water Supply|http://www.nasdaq.com/symbol/awk|
APU|AmeriGas Partners, L.P.|46.95|4360096072.2|n/a|n/a|Consumer Services|Other Specialty Stores|http://www.nasdaq.com/symbol/apu|
AMP|AMERIPRISE FINANCIAL SERVICES, INC.|112.82|21422205641.28|n/a|n/a|Finance|Investment Managers|http://www.nasdaq.com/symbol/amp|
AMP^A/CL|AMERIPRISE FINANCIAL SERVICES, INC.|24.985|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/amp^a/cl|
ABC|AmerisourceBergen Corporation (Holding Co)|73.28|16549548604.8|n/a|n/a|Health Care|Other Pharmaceuticals|http://www.nasdaq.com/symbol/abc|
ANFI|Amira Nature Foods Ltd|12.72|364745961.84|n/a|2012|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/anfi|
AHS|AMN Healthcare Services Inc|11.27|524047471.64|n/a|2001|Health Care|Hospital/Nursing Management|http://www.nasdaq.com/symbol/ahs|
AP|Ampco-Pittsburgh Corporation|21.48|223350758.4|n/a|n/a|Capital Goods|Fluid Controls|http://www.nasdaq.com/symbol/ap|
APH|Amphenol Corporation|95.92|15072697678.72|n/a|n/a|Capital Goods|Electrical Products|http://www.nasdaq.com/symbol/aph|
AMRE|AmREIT, Inc.|17.67|347649068.79|n/a|2012|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/amre|
AXR|AMREP Corporation|4.54|32749081.16|n/a|n/a|Finance|Real Estate|http://www.nasdaq.com/symbol/axr|
AME|AMTEK, Inc.|53.06|13015744919.52|n/a|n/a|Consumer Durables|Metal Fabrications|http://www.nasdaq.com/symbol/ame|
AFSI^A|AmTrust Financial Services, Inc.|24.23|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/afsi^a|
APC|Anadarko Petroleum Corporation|103.31|52177139484.24|n/a|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/apc|
AU|AngloGold Ashanti Limited|15.6|6284020095.6|n/a|n/a|Basic Industries|Precious Metals|http://www.nasdaq.com/symbol/au|
BUD|Anheuser-Busch Inbev SA|110.03|179458930000|n/a|n/a|Consumer Non-Durables|Beverages (Production/Distribution)|http://www.nasdaq.com/symbol/bud|
AXE|Anixter International Inc.|102.58|3351064154.96|n/a|n/a|Consumer Non-Durables|Telecommunications Equipment|http://www.nasdaq.com/symbol/axe|
ANN|ANN INC.|37.35|1743539085|n/a|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|http://www.nasdaq.com/symbol/ann|
NLY|Annaly Capital Management Inc|11.7|11085789007.8|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/nly|
NLY^A|Annaly Capital Management Inc|25.52|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/nly^a|
NLY^C|Annaly Capital Management Inc|24.48|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/nly^c|
NLY^D|Annaly Capital Management Inc|24.16|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/nly^d|
BNNY|Annie&#39;s, Inc.|34.88|592913784|n/a|2012|Consumer Non-Durables|Packaged Foods|http://www.nasdaq.com/symbol/bnny|
AR|Antero Resources Corporation|61.6|16142258994.4|n/a|2013|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/ar|
ANH|Anworth Mortgage Asset  Corporation|5.32|680610805.84|n/a|n/a|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/anh|
ANH^A|Anworth Mortgage Asset  Corporation|25.55|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/anh^a|
ANH^B|Anworth Mortgage Asset  Corporation|23.31|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/anh^b|
AOL|AOL Inc.|36.18|2892161832.84|n/a|n/a|Technology|EDP Services|http://www.nasdaq.com/symbol/aol|
AON|Aon plc|89.8|26641866155.2|n/a|n/a|Finance|Specialty Insurers|http://www.nasdaq.com/symbol/aon|
APA|Apache Corporation|93.06|35893746012.96|n/a|n/a|Energy|Oil & Gas Production|http://www.nasdaq.com/symbol/apa|
AIV|Apartment Investment and Management Company|31.41|4588991231.49|n/a|1994|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/aiv|
AIV^A|Apartment Investment and Management Company|25.7299|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/aiv^a|
AIV^Z|Apartment Investment and Management Company|25.8792|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/aiv^z|
ARI|Apollo Commercial Real Estate Finance|16.76|773267433|n/a|2009|Consumer Services|Real Estate Investment Trusts|http://www.nasdaq.com/symbol/ari|
ARI^A|Apollo Commercial Real Estate Finance|25.8001|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/ari^a|
APO|Apollo Global Management, LLC|24.95|9432528437.4|n/a|2011|Finance|Investment Managers|http://www.nasdaq.com/symbol/apo|
AIB|Apollo Investment Corporation|24.54|0|n/a|n/a|n/a|n/a|http://www.nasdaq.com/symbol/aib|
AIY|Apollo Investment Corporation|24.75|0|n/a|2013|n/a|n/a|http://www.nasdaq.com/symbol/aiy|
